Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2007,2,27,2,1653.0,1657,1908.0,1922,AS,522,N648AS,135.0,145.0,120.0,-14.0,-4.0,PDX,PSP,873,4,11,0,,0,0,0,0,0,0
2007,11,4,7,1825.0,1835,1932.0,2007,XE,2219,N15983,127.0,152.0,113.0,-35.0,-10.0,TYS,IAH,772,5,9,0,,0,0,0,0,0,0
2007,6,8,5,1032.0,1015,1336.0,1315,WN,753,N755SA,124.0,120.0,93.0,21.0,17.0,MDW,PHL,668,24,7,0,,0,8,0,4,0,9
2007,3,21,3,1929.0,1930,2007.0,2010,YV,1007,N651BR,38.0,40.0,29.0,-3.0,-1.0,HNL,KOA,163,2,7,0,,0,0,0,0,0,0
2007,8,8,3,754.0,805,907.0,910,OO,3777,N429SW,73.0,65.0,55.0,-3.0,-11.0,HDN,SLC,251,5,13,0,,0,0,0,0,0,0
2007,3,6,2,1328.0,1335,1439.0,1454,US,1934,N770UW,71.0,79.0,51.0,-15.0,-7.0,IAD,CLT,321,7,13,0,,0,0,0,0,0,0
2007,10,12,5,1808.0,1803,2017.0,2024,NW,1436,N329NW,69.0,81.0,51.0,-7.0,5.0,MSN,DTW,312,9,9,0,,0,0,0,0,0,0
2007,12,14,5,1348.0,1350,1543.0,1540,EV,4689,N682BR,115.0,110.0,92.0,3.0,-2.0,TOL,ATL,549,9,14,0,,0,0,0,0,0,0
2007,7,23,1,1441.0,1440,1636.0,1635,MQ,4919,N702AE,115.0,115.0,74.0,1.0,1.0,LGA,CMH,478,17,24,0,,0,0,0,0,0,0
2007,8,18,6,1020.0,1021,1254.0,1248,DL,1476,N930DL,94.0,87.0,64.0,6.0,-1.0,MSY,ATL,425,14,16,0,,0,0,0,0,0,0
2007,8,28,2,1153.0,1200,1247.0,1310,US,2127,N756US,54.0,70.0,42.0,-23.0,-7.0,BOS,LGA,185,3,9,0,,0,0,0,0,0,0
2007,8,30,4,2021.0,1827,2152.0,2010,MQ,4074,N509AE,91.0,103.0,73.0,102.0,114.0,ORD,XNA,522,5,13,0,,0,24,0,0,0,78
2007,11,10,6,2031.0,2030,2237.0,2230,AA,1148,N3DBAA,126.0,120.0,104.0,7.0,1.0,MIA,RDU,700,5,17,0,,0,0,0,0,0,0
2007,5,29,2,1848.0,1850,2056.0,2100,AA,1859,N4YGAA,248.0,250.0,225.0,-4.0,-2.0,DFW,SEA,1660,6,17,0,,0,0,0,0,0,0
2007,3,15,4,944.0,950,1235.0,1240,UA,1406,N483UA,111.0,110.0,86.0,-5.0,-6.0,LAS,DEN,629,11,14,0,,0,0,0,0,0,0
2007,2,3,6,1042.0,1042,1300.0,1238,YV,7102,N75996,78.0,56.0,54.0,22.0,0.0,ORD,LAN,179,5,19,0,,0,0,0,22,0,0
2007,12,11,2,1928.0,1930,2040.0,2052,EV,4747,N868AS,132.0,142.0,103.0,-12.0,-2.0,ATL,DSM,743,6,23,0,,0,0,0,0,0,0
2007,4,18,3,816.0,820,855.0,900,AQ,269,N824AL,39.0,40.0,30.0,-5.0,-4.0,KOA,HNL,163,3,6,0,,0,0,0,0,0,0
2007,2,27,2,1009.0,950,1151.0,1115,WN,764,N405WN,102.0,85.0,72.0,36.0,19.0,LAS,SMF,397,3,27,0,,0,12,0,17,0,7
2007,1,6,6,1338.0,1345,1534.0,1548,US,1482,N427US,116.0,123.0,103.0,-14.0,-7.0,TPA,DCA,814,4,9,0,,0,0,0,0,0,0
2007,2,27,2,1650.0,1620,1941.0,1925,MQ,4444,N523AE,111.0,125.0,86.0,16.0,30.0,ORD,ATL,606,4,21,0,,0,16,0,0,0,0
2007,12,21,5,1332.0,1330,1537.0,1540,B6,1121,N236JB,125.0,130.0,112.0,-3.0,2.0,RIC,FLL,805,5,8,0,,0,0,0,0,0,0
2007,9,1,6,1802.0,1804,1853.0,1912,DL,39,N6709,171.0,188.0,150.0,-19.0,-2.0,ATL,DEN,1199,6,15,0,,0,0,0,0,0,0
2007,12,3,1,,1600,,1655,WN,40,0,,55.0,,,,HOU,DAL,239,0,0,1,A,0,0,0,0,0,0
2007,11,2,5,1430.0,1416,2306.0,2235,UA,186,N426UA,336.0,319.0,298.0,31.0,14.0,SFO,PHL,2521,12,26,0,,0,0,0,17,0,14
2007,2,6,2,1326.0,1330,1430.0,1438,OO,6276,N565SW,64.0,68.0,47.0,-8.0,-4.0,DEN,GJT,212,4,13,0,,0,0,0,0,0,0
2007,9,27,4,921.0,930,1017.0,1020,MQ,4377,N844AE,56.0,50.0,28.0,-3.0,-9.0,PIA,ORD,130,22,6,0,,0,0,0,0,0,0
2007,7,19,4,1922.0,1845,2058.0,2030,UA,269,N304UA,156.0,165.0,126.0,28.0,37.0,ORD,DEN,888,8,22,0,,0,12,0,0,0,16
2007,1,14,7,1959.0,1935,2110.0,2049,NW,1645,N331NW,71.0,74.0,53.0,21.0,24.0,MEM,MSY,349,2,16,0,,0,21,0,0,0,0
2007,1,31,3,1434.0,1434,1615.0,1610,YV,7337,N857MJ,101.0,96.0,80.0,5.0,0.0,CHS,IAD,441,11,10,0,,0,0,0,0,0,0
2007,10,23,2,1250.0,1240,1548.0,1528,NW,217,N581NW,358.0,348.0,341.0,20.0,10.0,PDX,HNL,2603,4,13,0,,0,10,0,10,0,0
2007,10,27,6,1156.0,1155,1316.0,1325,WN,128,N693SW,80.0,90.0,65.0,-9.0,1.0,SAN,SMF,480,5,10,0,,0,0,0,0,0,0
2007,7,29,7,1301.0,1224,1425.0,1343,YV,7461,N75991,84.0,79.0,56.0,42.0,37.0,IAD,CLT,321,4,24,0,,0,0,0,0,0,42
2007,4,4,3,1825.0,1724,1914.0,1810,9E,2946,87949E,49.0,46.0,20.0,64.0,61.0,DTW,FNT,56,5,24,0,,0,61,0,3,0,0
2007,2,15,4,920.0,915,1608.0,1545,AA,2095,N641AA,288.0,270.0,248.0,23.0,5.0,ORD,SJU,2072,8,32,0,,0,0,0,23,0,0
2007,6,2,6,1523.0,1510,1712.0,1700,WN,997,N773SA,289.0,290.0,268.0,12.0,13.0,BWI,PHX,1999,6,15,0,,0,0,0,0,0,0
2007,9,18,2,1920.0,1920,2032.0,2035,WN,1229,N649SW,72.0,75.0,61.0,-3.0,0.0,ONT,SMF,389,5,6,0,,0,0,0,0,0,0
2007,8,18,6,2153.0,2200,2325.0,2350,AA,855,N3BRAA,152.0,170.0,134.0,-25.0,-7.0,MIA,DFW,1121,4,14,0,,0,0,0,0,0,0
2007,1,27,6,1915.0,1932,2044.0,2055,UA,363,N305UA,89.0,83.0,64.0,-11.0,-17.0,BDL,IAD,326,5,20,0,,0,0,0,0,0,0
2007,7,23,1,800.0,700,901.0,810,CO,314,N13716,61.0,70.0,37.0,51.0,60.0,DFW,IAH,224,9,15,0,,0,51,0,0,0,0
2007,3,6,2,1058.0,1100,1213.0,1220,WN,1008,N512SW,75.0,80.0,68.0,-7.0,-2.0,BNA,MDW,395,2,5,0,,0,0,0,0,0,0
2007,8,16,4,1407.0,1400,1648.0,1640,US,922,N937UW,161.0,160.0,143.0,8.0,7.0,FLL,PHL,992,4,14,0,,0,0,0,0,0,0
2007,3,27,2,1005.0,1005,1042.0,1040,WN,1052,N386SW,97.0,95.0,83.0,2.0,0.0,ABQ,LAS,487,5,9,0,,0,0,0,0,0,0
2007,3,5,1,604.0,615,702.0,725,FL,850,N988AT,58.0,70.0,43.0,-23.0,-11.0,JAX,ATL,270,7,8,0,,0,0,0,0,0,0
2007,2,1,4,1239.0,1255,1452.0,1430,XE,3105,N13988,193.0,155.0,178.0,22.0,-16.0,IND,IAH,845,5,10,0,,0,0,0,22,0,0
2007,1,7,7,2115.0,2055,2159.0,2145,WN,53,N630WN,44.0,50.0,33.0,14.0,20.0,HOU,CRP,187,3,8,0,,0,0,0,0,0,0
2007,5,5,6,958.0,1000,1253.0,1313,UA,676,N337UA,115.0,133.0,99.0,-20.0,-2.0,ORD,LGA,733,3,13,0,,0,0,0,0,0,0
2007,12,9,7,1821.0,1826,1927.0,1944,XE,2655,N14939,66.0,78.0,54.0,-17.0,-5.0,JAN,IAH,351,5,7,0,,0,0,0,0,0,0
2007,4,25,3,955.0,1000,1223.0,1234,9E,5811,86989E,88.0,94.0,68.0,-11.0,-5.0,MLI,DTW,373,12,8,0,,0,0,0,0,0,0
2007,10,24,3,1757.0,1811,1903.0,1910,OO,5790,N295UX,66.0,59.0,49.0,-7.0,-14.0,CIC,SFO,153,3,14,0,,0,0,0,0,0,0
2007,8,6,1,2317.0,2105,34.0,2233,XE,2899,N14925,77.0,88.0,48.0,121.0,132.0,EWR,ROC,246,9,20,0,,0,0,0,0,0,121
2007,1,3,3,2200.0,2210,533.0,545,CO,369,N24729,273.0,275.0,250.0,-12.0,-10.0,LAS,EWR,2227,5,18,0,,0,0,0,0,0,0
2007,1,30,2,1100.0,1105,1340.0,1350,WN,1156,N448,100.0,105.0,84.0,-10.0,-5.0,LAS,DEN,629,6,10,0,,0,0,0,0,0,0
2007,4,6,5,819.0,825,1043.0,1057,B6,520,N618JB,144.0,152.0,119.0,-14.0,-6.0,MCO,EWR,938,5,20,0,,0,0,0,0,0,0
2007,11,24,6,1916.0,1915,2141.0,2152,9E,5910,89059E,85.0,97.0,69.0,-11.0,1.0,MEM,CLT,512,4,12,0,,0,0,0,0,0,0
2007,8,16,4,1241.0,1219,1454.0,1425,NW,466,N770NC,133.0,126.0,92.0,29.0,22.0,ATL,DTW,594,16,25,0,,0,4,0,7,0,18
2007,3,12,1,1148.0,1100,1306.0,1200,MQ,3492,N301AE,78.0,60.0,56.0,66.0,48.0,SHV,DFW,190,11,11,0,,0,24,0,18,0,24
2007,10,10,3,940.0,940,1017.0,1015,YV,2609,N927LR,97.0,95.0,57.0,2.0,0.0,CLT,BNA,329,7,33,0,,0,0,0,0,0,0
2007,12,6,4,1258.0,1245,1401.0,1337,NW,1668,N360NB,63.0,52.0,31.0,24.0,13.0,DLH,MSP,144,3,29,0,,0,0,0,11,0,13
2007,7,1,7,1612.0,1545,1826.0,1805,WN,3193,N316SW,134.0,140.0,123.0,21.0,27.0,TPA,BWI,842,3,8,0,,0,15,0,0,0,6
2007,4,7,6,755.0,800,909.0,919,YV,2703,N37178,74.0,79.0,57.0,-10.0,-5.0,LAX,PHX,370,9,8,0,,0,0,0,0,0,0
2007,1,12,5,1629.0,1630,1724.0,1735,MQ,3085,N317AE,55.0,65.0,30.0,-11.0,-1.0,LAX,SAN,109,3,22,0,,0,0,0,0,0,0
2007,6,16,6,1632.0,1635,1831.0,1840,WN,895,N221WN,119.0,125.0,105.0,-9.0,-3.0,MCO,IAD,758,5,9,0,,0,0,0,0,0,0
2007,3,11,7,721.0,725,1008.0,1018,DL,1903,N907DL,167.0,173.0,151.0,-10.0,-4.0,LGA,TPA,1011,2,14,0,,0,0,0,0,0,0
2007,10,17,3,1232.0,1226,1411.0,1355,NW,369,N364NW,99.0,89.0,78.0,16.0,6.0,MDW,MSP,349,4,17,0,,0,0,0,16,0,0
2007,2,14,3,858.0,900,1100.0,1042,UA,881,N549UA,182.0,162.0,119.0,18.0,-2.0,BOS,ORD,867,31,32,0,,0,0,0,18,0,0
2007,8,11,6,2200.0,2115,2300.0,2200,EV,4118,N974EV,60.0,45.0,22.0,60.0,45.0,ATL,CHA,106,9,29,0,,0,45,0,15,0,0
2007,5,11,5,1446.0,1445,1728.0,1717,NW,803,N585NW,342.0,332.0,325.0,11.0,1.0,LAX,HNL,2556,5,12,0,,0,0,0,0,0,0
2007,5,3,4,1352.0,1350,1429.0,1430,MQ,4192,N640AE,97.0,100.0,78.0,-1.0,2.0,BUF,ORD,473,6,13,0,,0,0,0,0,0,0
2007,9,26,3,1313.0,1310,1343.0,1333,NW,201,N942N,90.0,83.0,59.0,10.0,3.0,ATL,MEM,332,13,18,0,,0,0,0,0,0,0
2007,7,25,3,1401.0,1402,1541.0,1555,DL,417,N625DL,100.0,113.0,82.0,-14.0,-1.0,ATL,FLL,581,4,14,0,,0,0,0,0,0,0
2007,12,7,5,2015.0,2015,2314.0,2314,DL,1831,N947DL,179.0,179.0,167.0,0.0,0.0,PBI,BOS,1197,4,8,0,,0,0,0,0,0,0
2007,6,13,3,1416.0,1405,1526.0,1515,WN,1123,N379SW,70.0,70.0,55.0,11.0,11.0,SJC,ONT,333,3,12,0,,0,0,0,0,0,0
2007,10,17,3,1046.0,1055,1309.0,1340,AS,95,N961AS,203.0,225.0,188.0,-31.0,-9.0,SEA,ANC,1449,4,11,0,,0,0,0,0,0,0
2007,7,10,2,1327.0,1330,1323.0,1339,XE,518,N14203,116.0,129.0,100.0,-16.0,-3.0,SAT,TUS,762,5,11,0,,0,0,0,0,0,0
2007,6,23,6,1920.0,1915,2030.0,2030,WN,3082,N420WN,70.0,75.0,60.0,0.0,5.0,SNA,OAK,371,5,5,0,,0,0,0,0,0,0
2007,4,11,3,1215.0,1210,1401.0,1350,WN,274,N712SW,106.0,100.0,95.0,11.0,5.0,BNA,MCI,491,4,7,0,,0,0,0,0,0,0
2007,2,24,6,1053.0,1050,1211.0,1216,UA,501,N375UA,78.0,86.0,65.0,-5.0,3.0,SFO,SAN,447,3,10,0,,0,0,0,0,0,0
2007,9,18,2,1125.0,1130,1229.0,1235,9E,5736,80309E,64.0,65.0,51.0,-6.0,-5.0,JAN,MEM,189,5,8,0,,0,0,0,0,0,0
2007,7,4,3,556.0,600,705.0,710,US,1242,N708UW,69.0,70.0,57.0,-5.0,-4.0,DCA,CLT,331,4,8,0,,0,0,0,0,0,0
2007,12,27,4,1142.0,1141,1351.0,1325,UA,449,N930UA,189.0,164.0,133.0,26.0,1.0,DEN,OAK,957,5,51,0,,0,0,0,26,0,0
2007,7,24,2,1848.0,1855,2020.0,2024,YV,7078,N444YV,92.0,89.0,72.0,-4.0,-7.0,DEN,RAP,301,2,18,0,,0,0,0,0,0,0
2007,12,31,1,912.0,845,1050.0,1017,OO,3720,N237SW,98.0,92.0,65.0,33.0,27.0,SLC,CPR,320,5,28,0,,0,33,0,0,0,0
2007,5,12,6,912.0,915,1129.0,1139,UA,142,N337UA,77.0,84.0,61.0,-10.0,-3.0,ORD,PIT,412,6,10,0,,0,0,0,0,0,0
2007,7,17,2,1053.0,1110,1245.0,1259,XE,2133,N13968,112.0,109.0,89.0,-14.0,-17.0,BHM,IAH,562,9,14,0,,0,0,0,0,0,0
2007,6,20,3,2056.0,2050,2236.0,2226,OO,6637,N743SK,100.0,96.0,77.0,10.0,6.0,DEN,BZN,525,6,17,0,,0,0,0,0,0,0
2007,5,1,2,1614.0,1605,1719.0,1715,WN,1324,N248WN,65.0,70.0,52.0,4.0,9.0,SAN,PHX,304,6,7,0,,0,0,0,0,0,0
2007,3,9,5,644.0,650,723.0,728,OO,6098,N213SW,39.0,38.0,23.0,-5.0,-6.0,LAX,ONT,47,6,10,0,,0,0,0,0,0,0
2007,3,20,2,1010.0,1017,1220.0,1232,FL,537,N985AT,70.0,75.0,52.0,-12.0,-7.0,MEM,ATL,332,11,7,0,,0,0,0,0,0,0
2007,1,17,3,2113.0,2000,2111.0,2015,MQ,4296,N502AE,58.0,75.0,44.0,56.0,73.0,IND,ORD,177,6,8,0,,0,1,0,0,0,55
2007,4,14,6,916.0,920,1721.0,1742,NW,846,N586NW,305.0,322.0,291.0,-21.0,-4.0,ANC,MSP,2518,5,9,0,,0,0,0,0,0,0
2007,8,23,4,745.0,745,1235.0,1242,DL,1244,N6707A,170.0,177.0,145.0,-7.0,0.0,DEN,ATL,1199,11,14,0,,0,0,0,0,0,0
2007,10,23,2,707.0,710,835.0,845,XE,2606,N12946,88.0,95.0,62.0,-10.0,-3.0,IAH,MEM,469,6,20,0,,0,0,0,0,0,0
2007,8,3,5,1220.0,1220,1328.0,1320,MQ,3407,N654AE,68.0,60.0,47.0,8.0,0.0,DFW,LBB,282,4,17,0,,0,0,0,0,0,0
2007,1,10,3,1022.0,1020,1557.0,1600,WN,3736,N398SW,215.0,220.0,193.0,-3.0,2.0,PHX,CMH,1671,4,18,0,,0,0,0,0,0,0
2007,4,11,3,1222.0,1230,1427.0,1435,XE,2391,N14905,125.0,125.0,101.0,-8.0,-8.0,MCI,IAH,643,9,15,0,,0,0,0,0,0,0
2007,1,13,6,1220.0,1225,1238.0,1250,WN,2180,N657SW,78.0,85.0,67.0,-12.0,-5.0,BOI,SEA,399,4,7,0,,0,0,0,0,0,0
2007,6,27,3,1853.0,1850,1950.0,1949,XE,2635,N22971,57.0,59.0,36.0,1.0,3.0,BUF,CLE,192,8,13,0,,0,0,0,0,0,0
2007,11,25,7,1238.0,1240,1520.0,1525,NW,573,N312US,222.0,225.0,200.0,-5.0,-2.0,MIA,MSP,1501,6,16,0,,0,0,0,0,0,0
2007,9,27,4,849.0,830,1031.0,1019,9E,2889,87459E,162.0,169.0,135.0,12.0,19.0,MDT,MSP,898,14,13,0,,0,0,0,0,0,0
2007,10,10,3,1425.0,1430,1539.0,1557,XE,2453,N14938,74.0,87.0,56.0,-18.0,-5.0,IAH,GPT,376,6,12,0,,0,0,0,0,0,0
2007,9,4,2,925.0,930,1026.0,1039,FL,303,N174AT,181.0,189.0,158.0,-13.0,-5.0,ATL,DEN,1199,6,17,0,,0,0,0,0,0,0
2007,6,18,1,1630.0,1620,1829.0,1840,WN,115,N799SW,239.0,260.0,225.0,-11.0,10.0,BNA,LAX,1797,7,7,0,,0,0,0,0,0,0
2007,2,24,6,1119.0,1110,1214.0,1213,AS,82,N644AS,55.0,63.0,42.0,1.0,9.0,FAI,ANC,261,5,8,0,,0,0,0,0,0,0
2007,12,12,3,1422.0,1425,1523.0,1522,XE,2131,N16510,61.0,57.0,25.0,1.0,-3.0,EWR,BDL,116,9,27,0,,0,0,0,0,0,0
2007,5,12,6,1420.0,1430,1708.0,1730,FL,406,N892AT,168.0,180.0,150.0,-22.0,-10.0,FLL,HPN,1098,9,9,0,,0,0,0,0,0,0
2007,4,21,6,2014.0,1950,2202.0,2145,WN,669,N404WN,228.0,235.0,212.0,17.0,24.0,MDW,LAS,1521,5,11,0,,0,17,0,0,0,0
2007,4,23,1,1629.0,1630,1722.0,1730,WN,2705,N515SW,53.0,60.0,42.0,-8.0,-1.0,STL,MDW,251,3,8,0,,0,0,0,0,0,0
2007,7,28,6,1617.0,1615,1808.0,1825,WN,1148,N243WN,231.0,250.0,219.0,-17.0,2.0,MDW,SAN,1728,2,10,0,,0,0,0,0,0,0
2007,8,13,1,1642.0,1625,1855.0,1845,US,1459,N192UW,313.0,320.0,283.0,10.0,17.0,CLT,SFO,2296,5,25,0,,0,0,0,0,0,0
2007,2,26,1,2044.0,2050,2156.0,2205,YV,7077,N434YV,72.0,75.0,54.0,-9.0,-6.0,DEN,GJT,212,2,16,0,,0,0,0,0,0,0
2007,11,20,2,1546.0,1527,1856.0,1840,F9,220,N808FR,130.0,133.0,113.0,16.0,19.0,SMF,DEN,910,9,8,0,,0,0,0,10,0,6
2007,3,9,5,1630.0,1625,1841.0,1755,MQ,4030,N689EC,131.0,90.0,72.0,46.0,5.0,OMA,ORD,416,7,52,0,,0,0,0,46,0,0
2007,1,9,2,1154.0,1155,1305.0,1317,9E,2916,80249E,71.0,82.0,50.0,-12.0,-1.0,ROC,DTW,296,9,12,0,,0,0,0,0,0,0
2007,1,12,5,2251.0,1955,53.0,2158,MQ,4127,N665BC,62.0,63.0,39.0,175.0,176.0,MSN,MQT,241,6,17,0,,0,0,0,0,0,175
2007,1,12,5,1604.0,1530,2108.0,2025,WN,1258,N305SW,184.0,175.0,159.0,43.0,34.0,LAS,HOU,1235,6,19,0,,0,7,0,9,0,27
2007,4,25,3,908.0,855,1055.0,1035,MQ,4473,N902BC,167.0,160.0,136.0,20.0,13.0,JAX,ORD,865,4,27,0,,0,0,0,20,0,0
2007,12,26,3,1240.0,1200,1504.0,1435,XE,2932,N16987,84.0,95.0,69.0,29.0,40.0,STL,CLE,487,6,9,0,,0,0,0,0,0,29
2007,12,29,6,620.0,615,757.0,745,CO,605,N14337,97.0,90.0,59.0,12.0,5.0,OKC,IAH,395,10,28,0,,0,0,0,0,0,0
2007,9,23,7,1236.0,1240,1349.0,1405,XE,2917,N16927,73.0,85.0,56.0,-16.0,-4.0,IAH,OKC,395,5,12,0,,0,0,0,0,0,0
2007,12,27,4,842.0,825,1121.0,1021,UA,347,N325UA,219.0,176.0,149.0,60.0,17.0,DEN,PDX,992,4,66,0,,0,17,0,43,0,0
2007,2,13,2,1737.0,1735,1834.0,1835,MQ,3670,N828AE,57.0,60.0,40.0,-1.0,2.0,SJT,DFW,228,11,6,0,,0,0,0,0,0,0
2007,5,2,3,629.0,630,742.0,746,NW,798,N513US,73.0,76.0,51.0,-4.0,-1.0,MKE,MSP,297,5,17,0,,0,0,0,0,0,0
2007,10,12,5,1159.0,1145,1440.0,1443,CO,411,N14336,221.0,238.0,193.0,-3.0,14.0,EWR,IAH,1400,10,18,0,,0,0,0,0,0,0
2007,10,26,5,1043.0,1040,1201.0,1159,CO,1671,N77303,78.0,79.0,62.0,2.0,3.0,MFE,IAH,316,5,11,0,,0,0,0,0,0,0
2007,2,8,4,240.0,245,723.0,700,HA,17,N588HA,283.0,255.0,264.0,23.0,-5.0,LAS,HNL,2762,4,15,0,,0,23,0,0,0,0
2007,8,27,1,1921.0,1916,2040.0,2032,EV,4329,N908EV,79.0,76.0,51.0,8.0,5.0,ATL,FAY,331,3,25,0,,0,0,0,0,0,0
2007,5,12,6,1520.0,1450,1723.0,1705,EV,4556,N922EV,123.0,135.0,97.0,18.0,30.0,ATL,ILG,642,3,23,0,,0,18,0,0,0,0
