Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,9,14,7,2012.0,1904,2229.0,2050,YV,7269,N506MJ,137.0,106.0,82.0,99.0,68.0,ATL,IAD,533,18.0,37.0,0,,0,99.0,0.0,0.0,0.0,0.0
2008,7,25,5,903.0,905,1039.0,1048,XE,2704,N14925,96.0,103.0,72.0,-9.0,-2.0,MEM,IAH,469,8.0,16.0,0,,0,,,,,
2008,4,22,2,1011.0,1015,1127.0,1120,MQ,3607,N502AE,76.0,65.0,48.0,7.0,-4.0,DFW,XNA,281,14.0,14.0,0,,0,,,,,
2008,1,3,4,823.0,824,1026.0,1032,UA,1453,N457UA,243.0,248.0,219.0,-6.0,-1.0,MCO,DEN,1545,10.0,14.0,0,,0,,,,,
2008,10,8,3,733.0,735,910.0,925,WN,880,N654SW,157.0,170.0,144.0,-15.0,-2.0,RSW,MDW,1105,5.0,8.0,0,,0,,,,,
2008,10,10,5,833.0,830,1007.0,1015,WN,2161,N664WN,154.0,165.0,137.0,-8.0,3.0,BWI,MSY,998,2.0,15.0,0,,0,,,,,
2008,3,14,5,1406.0,1400,1728.0,1655,B6,139,N579JB,202.0,175.0,160.0,33.0,6.0,JFK,PBI,1028,4.0,38.0,0,,0,0.0,0.0,33.0,0.0,0.0
2008,7,30,3,2027.0,2030,2245.0,2254,FL,4,N318AT,138.0,144.0,125.0,-9.0,-3.0,MCO,PHL,861,4.0,9.0,0,,0,,,,,
2008,11,18,2,1634.0,1639,1743.0,1801,OO,6410,N923SW,69.0,82.0,52.0,-18.0,-5.0,BUR,SFO,326,7.0,10.0,0,,0,,,,,
2008,2,28,4,650.0,655,913.0,931,CO,1419,N17105,143.0,156.0,125.0,-18.0,-5.0,TPA,EWR,998,7.0,11.0,0,,0,,,,,
2008,9,27,6,1403.0,1350,1630.0,1620,WN,1244,N395SW,87.0,90.0,68.0,10.0,13.0,LAS,ABQ,487,5.0,14.0,0,,0,,,,,
2008,2,24,7,1630.0,1625,1808.0,1805,AA,1051,N509AA,98.0,100.0,77.0,3.0,5.0,LGA,RDU,431,5.0,16.0,0,,0,,,,,
2008,5,6,2,1944.0,1948,2254.0,2240,UA,726,N333UA,130.0,112.0,83.0,14.0,-4.0,DEN,MSP,680,3.0,44.0,0,,0,,,,,
2008,12,10,3,1804.0,1801,1954.0,1957,NW,1656,N363NB,170.0,176.0,149.0,-3.0,3.0,RDU,MSP,981,7.0,14.0,0,,0,,,,,
2008,7,7,1,826.0,826,1021.0,1025,OH,5168,N597SW,55.0,59.0,27.0,-4.0,0.0,HSV,ATL,151,11.0,17.0,0,,0,,,,,
2008,6,23,1,1940.0,1930,2031.0,2030,MQ,4520,N690AE,51.0,60.0,38.0,1.0,10.0,ORD,CWA,213,3.0,10.0,0,,0,,,,,
2008,4,6,7,1457.0,1455,2238.0,2245,WN,1308,N484WN,281.0,290.0,257.0,-7.0,2.0,LAS,ISP,2283,3.0,21.0,0,,0,,,,,
2008,6,29,7,1014.0,1016,1105.0,1113,AS,61,N764AS,51.0,57.0,36.0,-8.0,-2.0,JNU,YAK,199,3.0,12.0,0,,0,,,,,
2008,2,25,1,1508.0,1330,1600.0,1410,EV,4166,N978EV,52.0,40.0,19.0,110.0,98.0,ATL,CSG,83,3.0,30.0,0,,0,98.0,0.0,12.0,0.0,0.0
2008,8,24,7,2100.0,2002,2159.0,2113,DL,57,N993DL,119.0,131.0,93.0,46.0,58.0,ATL,IAH,689,6.0,20.0,0,,0,0.0,0.0,0.0,0.0,46.0
2008,8,14,4,1956.0,1955,2318.0,2330,AA,1488,N458AA,142.0,155.0,123.0,-12.0,1.0,DFW,DTW,987,3.0,16.0,0,,0,,,,,
2008,8,11,1,920.0,930,1048.0,1103,YV,2927,N7264V,88.0,93.0,71.0,-15.0,-10.0,BFL,PHX,425,7.0,10.0,0,,0,,,,,
2008,6,3,2,2119.0,1910,2346.0,2144,CO,444,N34222,147.0,154.0,127.0,122.0,129.0,IAH,ORD,925,11.0,9.0,0,,0,0.0,0.0,122.0,0.0,0.0
2008,4,2,3,1030.0,1030,1205.0,1220,MQ,4255,N661JA,95.0,110.0,78.0,-15.0,0.0,ICT,ORD,588,7.0,10.0,0,,0,,,,,
2008,3,25,2,1855.0,1900,2119.0,2120,XE,2874,N16911,144.0,140.0,103.0,-1.0,-5.0,CHS,EWR,628,9.0,32.0,0,,0,,,,,
2008,9,22,1,1950.0,1950,2043.0,2038,OO,3801,N862AS,113.0,108.0,89.0,5.0,0.0,SLC,MFR,575,6.0,18.0,0,,0,,,,,
2008,5,21,3,757.0,800,755.0,755,WN,708,N919WN,58.0,55.0,40.0,0.0,-3.0,IND,MDW,162,5.0,13.0,0,,0,,,,,
2008,11,11,2,800.0,805,1016.0,1010,AA,375,N534AA,196.0,185.0,171.0,6.0,-5.0,MCO,DFW,984,12.0,13.0,0,,0,,,,,
2008,11,4,2,1633.0,1645,1754.0,1800,AA,1339,N599AA,141.0,135.0,92.0,-6.0,-12.0,DCA,ORD,612,39.0,10.0,0,,0,,,,,
2008,2,15,5,1330.0,1245,1547.0,1505,WN,2524,N339SW,77.0,80.0,65.0,42.0,45.0,BNA,JAX,484,4.0,8.0,0,,0,1.0,0.0,0.0,0.0,41.0
2008,8,27,3,1248.0,1255,1346.0,1409,B6,69,N524JB,58.0,74.0,43.0,-23.0,-7.0,SYR,JFK,209,6.0,9.0,0,,0,,,,,
2008,11,25,2,934.0,925,1116.0,1115,B6,1114,N236JB,102.0,110.0,87.0,1.0,9.0,MCO,RIC,667,4.0,11.0,0,,0,,,,,
2008,9,11,4,1235.0,1240,1800.0,1822,NW,180,N338NB,205.0,222.0,186.0,-22.0,-5.0,LAX,MEM,1619,6.0,13.0,0,,0,,,,,
2008,12,1,1,1245.0,1230,1511.0,1424,DL,735,N982DL,146.0,114.0,102.0,47.0,15.0,BWI,ATL,576,32.0,12.0,0,,0,15.0,0.0,32.0,0.0,0.0
2008,9,4,4,1433.0,1435,1555.0,1600,WN,246,N250WN,82.0,85.0,72.0,-5.0,-2.0,OAK,SAN,446,2.0,8.0,0,,0,,,,,
2008,10,30,4,2154.0,2120,2320.0,2250,WN,1716,N203WN,86.0,90.0,77.0,30.0,34.0,SAN,SFO,447,3.0,6.0,0,,0,30.0,0.0,0.0,0.0,0.0
2008,1,3,4,2016.0,1910,2154.0,2034,9E,4702,89729E,98.0,84.0,60.0,80.0,66.0,SDF,DTW,306,19.0,19.0,0,,0,0.0,0.0,14.0,0.0,66.0
2008,5,9,5,718.0,715,821.0,820,WN,3313,N392SW,63.0,65.0,51.0,1.0,3.0,DAL,LBB,293,3.0,9.0,0,,0,,,,,
2008,11,22,6,652.0,645,803.0,804,OO,5549,N236SW,71.0,79.0,56.0,-1.0,7.0,SFO,SBA,262,5.0,10.0,0,,0,,,,,
2008,7,8,2,801.0,805,1608.0,1604,B6,322,N632JB,307.0,299.0,290.0,4.0,-4.0,BUR,IAD,2279,3.0,14.0,0,,0,,,,,
2008,6,28,6,1204.0,1155,2004.0,2005,WN,1529,N728SW,300.0,310.0,274.0,-1.0,9.0,SAN,BWI,2295,18.0,8.0,0,,0,,,,,
2008,11,4,2,817.0,825,904.0,945,AA,585,N448AA,107.0,140.0,88.0,-41.0,-8.0,DCA,ORD,612,8.0,11.0,0,,0,,,,,
2008,11,29,6,1441.0,1445,1640.0,1650,9E,2657,86119E,59.0,65.0,40.0,-10.0,-4.0,MEM,CHA,271,4.0,15.0,0,,0,,,,,
2008,6,5,4,2239.0,2127,102.0,2359,NW,480,N501US,143.0,152.0,122.0,63.0,72.0,DTW,TPA,983,4.0,17.0,0,,0,35.0,0.0,0.0,0.0,28.0
2008,4,1,2,959.0,950,1228.0,1235,MQ,4094,N662EH,89.0,105.0,75.0,-7.0,9.0,ORD,SYR,607,3.0,11.0,0,,0,,,,,
2008,6,17,2,1437.0,1445,1621.0,1550,MQ,4025,N661JA,104.0,65.0,36.0,31.0,-8.0,LSE,ORD,215,7.0,61.0,0,,0,0.0,0.0,31.0,0.0,0.0
2008,1,22,2,1857.0,1835,2120.0,2056,OO,6084,N778SK,143.0,141.0,119.0,24.0,22.0,PDX,LAX,834,13.0,11.0,0,,0,0.0,0.0,0.0,0.0,24.0
2008,5,5,1,848.0,853,935.0,945,MQ,3220,N394AE,47.0,52.0,30.0,-10.0,-5.0,TYR,DFW,103,11.0,6.0,0,,0,,,,,
2008,6,3,2,2247.0,2040,154.0,2310,AA,629,N4YCAA,307.0,270.0,260.0,164.0,127.0,ORD,SJC,1829,3.0,44.0,0,,0,0.0,0.0,37.0,0.0,127.0
2008,4,16,3,1237.0,1245,1645.0,1654,CO,290,N14334,188.0,189.0,166.0,-9.0,-8.0,SLC,IAH,1195,6.0,16.0,0,,0,,,,,
2008,11,10,1,1535.0,1545,1713.0,1718,US,1260,N767UW,98.0,93.0,62.0,-5.0,-10.0,LGA,PIT,335,8.0,28.0,0,,0,,,,,
2008,2,23,6,1601.0,1535,1645.0,1625,WN,2980,N371SW,44.0,50.0,33.0,20.0,26.0,DAL,AUS,189,3.0,8.0,0,,0,0.0,0.0,0.0,0.0,20.0
2008,6,27,5,744.0,745,1305.0,1315,WN,1819,N748SW,201.0,210.0,185.0,-10.0,-1.0,LAS,MDW,1521,4.0,12.0,0,,0,,,,,
2008,12,23,2,,600,,734,YV,7116,N455YV,,94.0,,,,DRO,DEN,251,,,1,C,0,,,,,
2008,11,30,7,2040.0,1940,2400.0,2310,WN,314,N302SW,140.0,150.0,126.0,50.0,60.0,SFO,DEN,967,5.0,9.0,0,,0,30.0,0.0,0.0,0.0,20.0
2008,6,25,3,943.0,945,1032.0,1035,WN,18,N205WN,49.0,50.0,37.0,-3.0,-2.0,CRP,HOU,187,6.0,6.0,0,,0,,,,,
2008,12,23,2,1757.0,1635,2000.0,1813,OO,6639,N923SW,123.0,98.0,73.0,107.0,82.0,BZN,DEN,525,11.0,39.0,0,,0,5.0,0.0,25.0,0.0,77.0
2008,6,21,6,1851.0,1850,2033.0,2040,MQ,3833,N810AE,102.0,110.0,82.0,-7.0,1.0,DFW,PNS,604,4.0,16.0,0,,0,,,,,
2008,4,13,7,1521.0,1525,1807.0,1805,9E,4781,89309E,166.0,160.0,132.0,2.0,-4.0,BOS,IND,817,13.0,21.0,0,,0,,,,,
2008,1,8,2,556.0,600,855.0,911,9E,5864,87759E,119.0,131.0,93.0,-16.0,-4.0,OMA,DTW,651,14.0,12.0,0,,0,,,,,
2008,7,3,4,1513.0,1510,1638.0,1647,XE,3042,N13969,85.0,97.0,70.0,-9.0,3.0,CLE,CLT,430,6.0,9.0,0,,0,,,,,
2008,4,9,3,932.0,935,1129.0,1205,WN,79,N775SW,117.0,150.0,104.0,-36.0,-3.0,SEA,LAS,866,5.0,8.0,0,,0,,,,,
2008,3,18,2,1803.0,1810,1901.0,1905,WN,2194,N456WN,58.0,55.0,41.0,-4.0,-7.0,ONT,LAS,197,4.0,13.0,0,,0,,,,,
2008,3,4,2,1414.0,1414,2008.0,2005,UA,938,N501UA,234.0,231.0,207.0,3.0,0.0,SEA,ORD,1721,11.0,16.0,0,,0,,,,,
2008,7,5,6,1339.0,1217,1638.0,1519,FL,898,N930AT,119.0,122.0,95.0,79.0,82.0,MCI,ATL,692,7.0,17.0,0,,0,0.0,0.0,79.0,0.0,0.0
2008,4,8,2,1526.0,1535,1815.0,1820,B6,290,N630JB,109.0,105.0,84.0,-5.0,-9.0,SFO,SLC,599,7.0,18.0,0,,0,,,,,
2008,7,30,3,611.0,615,654.0,710,XE,2220,N11150,43.0,55.0,34.0,-16.0,-4.0,SHV,IAH,192,5.0,4.0,0,,0,,,,,
2008,10,26,7,1747.0,1750,1907.0,1914,US,627,N819AW,200.0,204.0,179.0,-7.0,-3.0,STL,PHX,1262,10.0,11.0,0,,0,,,,,
2008,7,10,4,1451.0,1445,1601.0,1601,CO,1799,N16650,70.0,76.0,50.0,0.0,6.0,IAH,MSY,305,5.0,15.0,0,,0,,,,,
2008,6,25,3,914.0,917,1054.0,1104,NW,395,N319US,220.0,227.0,203.0,-10.0,-3.0,MSP,SMF,1518,4.0,13.0,0,,0,,,,,
2008,11,15,6,1556.0,1558,1649.0,1649,OO,5442,N301YV,53.0,51.0,31.0,0.0,-2.0,LAX,PSP,110,4.0,18.0,0,,0,,,,,
2008,11,18,2,607.0,610,725.0,725,WN,1951,N478WN,78.0,75.0,61.0,0.0,-3.0,SMF,ONT,389,4.0,13.0,0,,0,,,,,
2008,1,1,2,1755.0,1745,1851.0,1856,FL,312,N979AT,56.0,71.0,40.0,-5.0,10.0,ATL,CLT,227,3.0,13.0,0,,0,,,,,
2008,9,24,3,820.0,825,905.0,926,EV,4435,N331CA,105.0,121.0,93.0,-21.0,-5.0,ATL,MKE,669,5.0,7.0,0,,0,,,,,
2008,8,1,5,2158.0,2135,2301.0,2240,WN,3837,N351SW,63.0,65.0,49.0,21.0,23.0,PHX,SAN,304,3.0,11.0,0,,0,21.0,0.0,0.0,0.0,0.0
2008,12,10,3,1619.0,1445,1827.0,1640,EV,5341,N723EV,128.0,115.0,78.0,107.0,94.0,ATL,FNT,644,5.0,45.0,0,,0,0.0,0.0,13.0,0.0,94.0
2008,4,27,7,2115.0,2110,2238.0,2245,WN,1369,N453WN,83.0,95.0,73.0,-7.0,5.0,OAK,PDX,543,3.0,7.0,0,,0,,,,,
2008,11,26,3,702.0,701,736.0,757,9E,2544,80259E,94.0,116.0,69.0,-21.0,1.0,DTW,STL,440,6.0,19.0,0,,0,,,,,
2008,11,23,7,1104.0,1110,1210.0,1230,WN,1068,N759GS,66.0,80.0,54.0,-20.0,-6.0,ONT,OAK,361,6.0,6.0,0,,0,,,,,
2008,2,3,7,1809.0,1810,1918.0,1910,WN,534,N628SW,69.0,60.0,52.0,8.0,-1.0,STL,MCI,237,6.0,11.0,0,,0,,,,,
2008,5,8,4,1105.0,1105,1205.0,1207,EV,4884,N878AS,60.0,62.0,42.0,-2.0,0.0,CAE,ATL,191,7.0,11.0,0,,0,,,,,
2008,9,24,3,1846.0,1805,2134.0,2009,US,759,N516AU,228.0,184.0,154.0,85.0,41.0,PHL,MSY,1088,4.0,70.0,0,,0,0.0,0.0,44.0,0.0,41.0
2008,8,5,2,1320.0,1219,1354.0,1256,UA,227,N325UA,94.0,97.0,79.0,58.0,61.0,MCI,DEN,533,6.0,9.0,0,,0,0.0,0.0,2.0,0.0,56.0
2008,2,18,1,947.0,945,1100.0,1110,WN,1563,N271WN,73.0,85.0,64.0,-10.0,2.0,MDW,MCI,405,4.0,5.0,0,,0,,,,,
2008,11,20,4,953.0,1000,1024.0,1032,YV,2807,N929LR,91.0,92.0,69.0,-8.0,-7.0,PHX,SNA,338,3.0,19.0,0,,0,,,,,
2008,8,18,1,1852.0,1855,2043.0,2111,DL,1020,N932DL,111.0,136.0,90.0,-28.0,-3.0,ATL,PHL,665,6.0,15.0,0,,0,,,,,
2008,3,16,7,1304.0,1250,1525.0,1505,WN,1093,N512SW,141.0,135.0,125.0,20.0,14.0,BNA,AUS,756,5.0,11.0,0,,0,3.0,0.0,6.0,0.0,11.0
2008,12,9,2,1552.0,1605,1853.0,1855,DL,1226,N916DN,121.0,110.0,92.0,-2.0,-13.0,SNA,SLC,588,5.0,24.0,0,,0,,,,,
2008,12,8,1,1327.0,1325,1421.0,1425,AA,1475,N5FEAA,174.0,180.0,153.0,-4.0,2.0,DFW,LAS,1055,7.0,14.0,0,,0,,,,,
2008,10,18,6,947.0,950,1202.0,1210,WN,2045,N665WN,75.0,80.0,62.0,-8.0,-3.0,DEN,OMA,472,4.0,9.0,0,,0,,,,,
2008,2,15,5,1432.0,1425,1514.0,1459,OO,2621,N699BR,42.0,34.0,25.0,15.0,7.0,MSN,MKE,74,4.0,13.0,0,,0,15.0,0.0,0.0,0.0,0.0
2008,4,24,4,2140.0,2130,2333.0,2330,FL,41,N169AT,293.0,300.0,269.0,3.0,10.0,ATL,LAX,1946,8.0,16.0,0,,0,,,,,
2008,12,12,5,839.0,816,1141.0,1122,UA,874,N573UA,362.0,366.0,330.0,19.0,23.0,IAD,SFO,2419,5.0,27.0,0,,0,19.0,0.0,0.0,0.0,0.0
2008,7,31,4,1604.0,1605,1804.0,1810,WN,1517,N527SW,60.0,65.0,49.0,-6.0,-1.0,PHX,ABQ,328,4.0,7.0,0,,0,,,,,
2008,2,11,1,1252.0,1245,1901.0,1840,WN,1223,N258WN,249.0,235.0,240.0,21.0,7.0,SMF,MDW,1790,2.0,7.0,0,,0,7.0,0.0,14.0,0.0,0.0
2008,5,30,5,733.0,740,826.0,832,OO,5784,N291SW,53.0,52.0,37.0,-6.0,-7.0,PDX,SEA,129,2.0,14.0,0,,0,,,,,
2008,10,11,6,614.0,615,857.0,856,DL,1601,N926DL,163.0,161.0,132.0,1.0,-1.0,BDL,ATL,859,17.0,14.0,0,,0,,,,,
2008,9,14,7,603.0,610,711.0,720,AA,1867,N459AA,128.0,130.0,102.0,-9.0,-7.0,ATL,DFW,732,8.0,18.0,0,,0,,,,,
2008,12,7,7,1437.0,1435,2017.0,2010,WN,3095,N438WN,220.0,215.0,174.0,7.0,2.0,LAS,MDW,1521,33.0,13.0,0,,0,,,,,
2008,11,12,3,1811.0,1814,2019.0,2003,UA,1466,N464UA,128.0,109.0,103.0,16.0,-3.0,PHX,DEN,602,11.0,14.0,0,,0,0.0,0.0,16.0,0.0,0.0
2008,3,18,2,1118.0,1120,1151.0,1202,OO,4045,N614SK,93.0,102.0,75.0,-11.0,-2.0,SLC,ONT,558,5.0,13.0,0,,0,,,,,
2008,9,9,2,951.0,1000,1350.0,1410,WN,39,N697SW,119.0,130.0,103.0,-20.0,-9.0,LAS,MAF,796,3.0,13.0,0,,0,,,,,
2008,2,16,6,1045.0,1035,1120.0,1109,YV,1012,N693BR,35.0,34.0,19.0,11.0,10.0,LIH,HNL,102,3.0,13.0,0,,0,,,,,
2008,8,17,7,623.0,630,1057.0,1053,AS,118,N560AS,214.0,203.0,190.0,4.0,-7.0,ANC,SEA,1449,12.0,12.0,0,,0,,,,,
2008,9,14,7,1825.0,1829,2022.0,2055,9E,4751,80019E,117.0,146.0,99.0,-33.0,-4.0,LGA,GRR,618,2.0,16.0,0,,0,,,,,
2008,5,27,2,2257.0,2059,26.0,2231,FL,493,N981AT,89.0,92.0,74.0,115.0,118.0,BWI,PWM,452,4.0,11.0,0,,0,0.0,0.0,0.0,0.0,115.0
2008,12,25,4,906.0,826,1128.0,1110,9E,2206,86599E,82.0,104.0,66.0,18.0,40.0,MEM,CMH,518,4.0,12.0,0,,0,18.0,0.0,0.0,0.0,0.0
2008,3,29,6,1430.0,1440,1539.0,1604,OH,5373,N523CA,69.0,84.0,43.0,-25.0,-10.0,PVD,JFK,144,14.0,12.0,0,,0,,,,,
2008,4,2,3,1730.0,1730,2013.0,2027,DL,769,N924DL,103.0,117.0,83.0,-14.0,0.0,ORD,ATL,606,9.0,11.0,0,,0,,,,,
2008,3,4,2,1702.0,1417,1842.0,1559,XE,2489,N16511,100.0,102.0,70.0,163.0,165.0,PWM,EWR,284,15.0,15.0,0,,0,0.0,0.0,163.0,0.0,0.0
2008,2,28,4,1714.0,1655,1834.0,1815,MQ,4823,N856AE,80.0,80.0,46.0,19.0,19.0,BOS,LGA,185,13.0,21.0,0,,0,0.0,0.0,19.0,0.0,0.0
2008,12,21,7,950.0,945,1038.0,1033,EV,5487,N936EV,48.0,48.0,20.0,5.0,5.0,ATL,CSG,83,2.0,26.0,0,,0,,,,,
2008,10,12,7,1228.0,1225,1354.0,1400,F9,538,N802FR,146.0,155.0,132.0,-6.0,3.0,DEN,PDX,992,5.0,9.0,0,,0,,,,,
2008,6,26,4,1922.0,1915,2052.0,2050,AA,1523,N558AA,150.0,155.0,131.0,2.0,7.0,TPA,DFW,929,10.0,9.0,0,,0,,,,,
2008,2,13,3,1437.0,1420,1555.0,1535,WN,3178,N335SW,78.0,75.0,67.0,20.0,17.0,PVD,BWI,328,3.0,8.0,0,,0,11.0,0.0,3.0,0.0,6.0
2008,12,25,4,1107.0,1110,1231.0,1222,XE,2782,N27190,84.0,72.0,48.0,9.0,-3.0,IAH,DFW,224,10.0,26.0,0,,0,,,,,
2008,1,8,2,1408.0,1410,1708.0,1715,AA,923,N3DBAA,120.0,125.0,106.0,-7.0,-2.0,BNA,MIA,806,3.0,11.0,0,,0,,,,,
2008,5,14,3,754.0,800,1059.0,1054,FL,515,N240AT,185.0,174.0,166.0,5.0,-6.0,MCO,BOS,1121,7.0,12.0,0,,0,,,,,
2008,11,30,7,1902.0,1835,2026.0,2010,AA,409,N290AA,144.0,155.0,117.0,16.0,27.0,SDF,DFW,733,13.0,14.0,0,,0,9.0,0.0,0.0,0.0,7.0
2008,5,14,3,1137.0,1120,1243.0,1230,MQ,4816,N800AE,66.0,70.0,54.0,13.0,17.0,BOS,LGA,185,4.0,8.0,0,,0,,,,,
2008,8,10,7,1950.0,1635,2157.0,1840,WN,2785,N483WN,247.0,245.0,231.0,197.0,195.0,BNA,ONT,1751,4.0,12.0,0,,0,0.0,0.0,2.0,0.0,195.0
2008,8,14,4,1345.0,1350,1411.0,1430,9E,2934,89689E,26.0,40.0,15.0,-19.0,-5.0,DTW,FNT,56,2.0,9.0,0,,0,,,,,
2008,4,22,2,1414.0,1415,1547.0,1552,CO,137,N37409,213.0,217.0,191.0,-5.0,-1.0,IAH,LAX,1379,11.0,11.0,0,,0,,,,,
2008,1,31,4,1152.0,1130,1305.0,1220,MQ,4061,N918AE,73.0,50.0,29.0,45.0,22.0,ORD,GRB,174,3.0,41.0,0,,0,0.0,15.0,23.0,0.0,7.0
2008,5,4,7,1539.0,1545,1842.0,1838,OH,5485,N958CA,123.0,113.0,99.0,4.0,-6.0,TUL,CVG,646,1.0,23.0,0,,0,,,,,
